Timestamp_UTC,Transaction_ID,Destination_Hop,Amount_Sent_BTC
2026-01-08 20:50:07,2bea682c584914bbb1293194003d9035091371d56d47ea4d310aeaaeb86311f0,bc1qdpeqe8wnjeda7lrk3lc0578u7wu94trr48pga8,0.25
2026-01-08 20:50:07,2bea682c584914bbb1293194003d9035091371d56d47ea4d310aeaaeb86311f0,bc1qczejynua8dwjjd9gmcmps82xzha5c2dnqczyml,6.478e-05
2025-08-15 20:21:59,9bfadbf417d247cdfc7c7f7493dc01b3c9ace7a99d222d9b4c50fb6bd1b72d99,bc1qdpeqe8wnjeda7lrk3lc0578u7wu94trr48pga8,0.05
2025-08-15 20:21:59,9bfadbf417d247cdfc7c7f7493dc01b3c9ace7a99d222d9b4c50fb6bd1b72d99,bc1qczejynua8dwjjd9gmcmps82xzha5c2dnqczyml,0.01958057
2025-08-14 08:56:35,7754af5a536fb316b256dbb850053605cde79b533cf780fb5cce21c0e28e8116,bc1qdpeqe8wnjeda7lrk3lc0578u7wu94trr48pga8,0.05
2025-08-14 08:56:35,7754af5a536fb316b256dbb850053605cde79b533cf780fb5cce21c0e28e8116,bc1qczejynua8dwjjd9gmcmps82xzha5c2dnqczyml,0.00012706
2025-08-14 03:48:29,a28e0d57782fae1369f326567a49778a83e606e570c07c9941e2d9c1543b8349,bc1qdpeqe8wnjeda7lrk3lc0578u7wu94trr48pga8,0.05
2025-08-14 03:48:29,a28e0d57782fae1369f326567a49778a83e606e570c07c9941e2d9c1543b8349,bc1qczejynua8dwjjd9gmcmps82xzha5c2dnqczyml,8.917e-05
2025-08-13 23:42:37,0f59d997b4e912df5c6f63a9ca6e3783722df715d3489163d1d5e5fc99fb7a02,bc1qdpeqe8wnjeda7lrk3lc0578u7wu94trr48pga8,0.2
2025-08-13 23:42:37,0f59d997b4e912df5c6f63a9ca6e3783722df715d3489163d1d5e5fc99fb7a02,bc1qczejynua8dwjjd9gmcmps82xzha5c2dnqczyml,0.0002455
2025-02-16 18:21:02,ac79863baad4af29aa33ddd1e1d51e2d351eead4718f7f085c3558c98b7101ad,bc1qdpeqe8wnjeda7lrk3lc0578u7wu94trr48pga8,0.03035331
2025-02-16 18:21:02,ac79863baad4af29aa33ddd1e1d51e2d351eead4718f7f085c3558c98b7101ad,bc1qczejynua8dwjjd9gmcmps82xzha5c2dnqczyml,4.067e-05
2025-02-16 11:55:04,56e2eab1dd91c07881ced26b193fbc624f59716fd32d8e069095bb3ea3068658,bc1qdpeqe8wnjeda7lrk3lc0578u7wu94trr48pga8,0.19321447
2025-02-16 11:55:04,56e2eab1dd91c07881ced26b193fbc624f59716fd32d8e069095bb3ea3068658,bc1qczejynua8dwjjd9gmcmps82xzha5c2dnqczyml,0.00031794
2025-02-07 19:46:09,41071e49f09952d16dac5b3913e058166e8ddb019b0cf79661431f2bf17d023c,bc1qfctw60vsvxncspt6r3fhx3mkg308jjul7z7lhe,0.00024284
2025-01-26 19:41:00,8f54f29f873af2dc95af5ba8b9a516ff217aef84d522dac5a12ff4b5ba42b172,bc1qdpeqe8wnjeda7lrk3lc0578u7wu94trr48pga8,0.03921777
2025-01-26 19:41:00,8f54f29f873af2dc95af5ba8b9a516ff217aef84d522dac5a12ff4b5ba42b172,bc1qczejynua8dwjjd9gmcmps82xzha5c2dnqczyml,3.206e-05
